time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
5209,2014-04-06,00:00:00.00,0.745365,89.3155,47.7,23.8024,13.8085,10.1635
5210,2014-04-07,00:00:00.00,0.0273444,71.0946,46.5,19.4691,11.5615,8.47944
5211,2014-04-08,00:00:00.00,1.8139,78.0011,55.2,27.6001,19.5968,14.3253
5212,2014-04-09,00:00:00.00,8.90798,130.148,72,52.3752,41.7369,35.3027
5213,2014-04-10,00:00:00.00,0.200563,138.348,81.8,57.3719,47.996,41.8215
5214,2014-04-11,00:00:00.00,3.23575,99.6192,76.1,44.1197,37.6514,26.3401
5215,2014-04-12,00:00:00.00,0.0375103,72.2728,83.3,33.7713,28.8417,15.6936
5216,2014-04-13,00:00:00.00,1.50512,54.728,75.9,24.1387,20.099,11.5635
5217,2014-04-14,00:00:00.00,9.22835,48.808,85.1,19.9427,16.0696,10.3219
5218,2014-04-15,00:00:00.00,5.6052,50.8736,126,20.0396,15.8429,10.5573
5219,2014-04-16,00:00:00.00,9.36198,51.3468,114,19.4979,14.8791,9.94698
5220,2014-04-17,00:00:00.00,0.143494,49.0131,79.7,17.981,13.2007,8.7432
5221,2014-04-18,00:00:00.00,0.125312,42.0821,54.4,15.278,11.1655,7.4775
5222,2014-04-19,00:00:00.00,2.34415,36.2554,39.5,13.3577,9.99418,6.80798
5223,2014-04-20,00:00:00.00,0.00614995,33.5965,34.1,12.5827,9.607,6.59304
5224,2014-04-21,00:00:00.00,0.194643,30.2673,29.7,11.3031,8.63752,5.97255
5225,2014-04-22,00:00:00.00,0.198914,27.069,27.5,10.0077,7.59824,5.29152
5226,2014-04-23,00:00:00.00,6.6675,27.1794,30.2,9.99854,7.59391,5.3442
5227,2014-04-24,00:00:00.00,0.454554,28.5778,33.2,10.4667,7.95741,5.65811
5228,2014-04-25,00:00:00.00,0.0690537,26.4778,25.5,9.67591,7.35134,5.24467
5229,2014-04-26,00:00:00.00,7.3205,25.8522,21.1,9.42728,7.17294,5.11286
5230,2014-04-27,00:00:00.00,0.706424,27.4621,22.8,9.98293,7.61169,5.42633
5231,2014-04-28,00:00:00.00,0.0163416,25.5094,22.4,9.26277,7.05728,5.04054
5232,2014-04-29,00:00:00.00,0.0175604,22.5267,19.1,8.17906,6.22113,4.45407
5233,2014-04-30,00:00:00.00,11.4387,26.0636,18.6,9.50247,7.23529,5.24512
5234,2014-05-01,00:00:00.00,7.15335,35.3727,38.7,12.7566,9.71805,7.1295
5235,2014-05-02,00:00:00.00,1.50041,37.6477,37.7,13.3429,10.1503,7.44022
5236,2014-05-03,00:00:00.00,0.174042,31.8761,31.1,11.2767,8.56519,6.23871
5237,2014-05-04,00:00:00.00,4.09991,28.308,24.8,10.0856,7.66935,5.61543
5238,2014-05-05,00:00:00.00,0.318867,27.1426,23.5,9.67617,7.37348,5.45107
5239,2014-05-06,00:00:00.00,0.0502465,24.8215,20.9,8.8562,6.74047,4.97697
5240,2014-05-07,00:00:00.00,0.0234439,22.3434,17.4,7.97826,6.05785,4.45078
5241,2014-05-08,00:00:00.00,0.266599,20.6276,15.2,7.37072,5.59014,4.09932
5242,2014-05-09,00:00:00.00,0.171582,19.1658,13.9,6.85318,5.19311,3.80236
5243,2014-05-10,00:00:00.00,0.284799,17.8806,13,6.39804,4.84486,3.54279
5244,2014-05-11,00:00:00.00,0.0782371,16.7472,12.7,5.99665,4.53851,3.31505
5245,2014-05-12,00:00:00.00,0.00772572,15.7458,11.9,5.64169,4.26817,3.11465
5246,2014-05-13,00:00:00.00,2.67866,14.8512,11,5.32493,4.02731,2.93631
5247,2014-05-14,00:00:00.00,15.3951,18.0303,11.4,6.20197,4.66378,3.36387
5248,2014-05-15,00:00:00.00,3.50637,23.3551,13.8,7.73708,5.79418,4.13411
5249,2014-05-16,00:00:00.00,21.222,30.8673,17.3,10.4163,7.80069,5.52419
5250,2014-05-17,00:00:00.00,0.54318,39.0678,20.3,13.478,10.0714,7.09853
5251,2014-05-18,00:00:00.00,0.131752,35.5475,18.1,12.3121,9.1905,6.48242
5252,2014-05-19,00:00:00.00,0.0107619,27.7638,14.2,9.63011,7.19684,5.09675
5253,2014-05-20,00:00:00.00,0.0320913,24.5339,12.3,8.53873,6.37946,4.52543
5254,2014-05-21,00:00:00.00,0.881143,22.0513,11.1,7.69722,5.75001,4.08384
5255,2014-05-22,00:00:00.00,1.56201,20.0467,10.6,7.01661,5.24174,3.72622
5256,2014-05-23,00:00:00.00,0.190391,18.3922,11.2,6.45311,4.82136,3.42994
5257,2014-05-24,00:00:00.00,2.63029,17.1362,11.2,5.98027,4.46885,3.18142
5258,2014-05-25,00:00:00.00,0.0530819,16.1382,9.95,5.57712,4.16843,2.96958
5259,2014-05-26,00:00:00.00,0.00965081,15.0657,9.31,5.21764,3.90044,2.78018
5260,2014-05-27,00:00:00.00,0.0234799,14.0306,8.47,4.89198,3.65751,2.60808
5261,2014-05-28,00:00:00.00,1.72898,13.1721,8.1,4.60277,3.44175,2.45506
5262,2014-05-29,00:00:00.00,0.0856458,12.419,8.22,4.34789,3.2516,2.3201
5263,2014-05-30,00:00:00.00,0.098997,11.7444,7.35,4.11845,3.08039,2.19855
5264,2014-05-31,00:00:00.00,0.0916485,11.1265,6.9,3.90719,2.92269,2.08661
5265,2014-06-01,00:00:00.00,0.0563744,10.5578,6.46,3.71209,2.77701,1.98317
5266,2014-06-02,00:00:00.00,0.272859,10.0329,6.11,3.5315,2.64216,1.88748
5267,2014-06-03,00:00:00.00,3.71779,9.55182,6.21,3.36568,2.51852,1.79986
5268,2014-06-04,00:00:00.00,5.16719,9.38475,6.23,3.31953,2.49675,1.74815
5269,2014-06-05,00:00:00.00,0.367193,9.39049,6.08,3.33857,2.52956,1.71713
5270,2014-06-06,00:00:00.00,0.1617,8.95904,5.45,3.18641,2.41293,1.64377
5271,2014-06-07,00:00:00.00,0.0256078,8.39283,5.34,2.98078,2.24925,1.55792
5272,2014-06-08,00:00:00.00,0.100679,8.02396,5.12,2.85091,2.15041,1.49267
5273,2014-06-09,00:00:00.00,0.16624,7.67956,5.11,2.7298,2.05843,1.43105
5274,2014-06-10,00:00:00.00,0.0515504,7.3587,5.44,2.61703,1.97281,1.37342
5275,2014-06-11,00:00:00.00,0.127024,7.0554,5.26,2.51022,1.89173,1.31865
5276,2014-06-12,00:00:00.00,9.29122,7.58827,5.23,2.68378,2.02195,1.41638
5277,2014-06-13,00:00:00.00,6.3255,9.09065,7.6,3.19456,2.40102,1.68525
5278,2014-06-14,00:00:00.00,0.205321,9.37238,9.48,3.3031,2.47533,1.72838
5279,2014-06-15,00:00:00.00,0.0179764,8.25693,7.86,2.92225,2.19111,1.52705
5280,2014-06-16,00:00:00.00,0.0131033,7.49936,6.5,2.65394,1.99357,1.3941
5281,2014-06-17,00:00:00.00,1.17898,7.15772,5.94,2.53383,1.90287,1.33232
5282,2014-06-18,00:00:00.00,1.61476,6.84981,7.16,2.4255,1.821,1.27633
5283,2014-06-19,00:00:00.00,0.188688,6.56402,27.4,2.32485,1.74498,1.22418
5284,2014-06-20,00:00:00.00,0.175216,6.29623,17.5,2.23055,1.67379,1.17521
5285,2014-06-21,00:00:00.00,0.0235652,6.04502,10.2,2.14213,1.60704,1.12921
5286,2014-06-22,00:00:00.00,0.166101,5.80945,7.8,2.05918,1.54444,1.08598
5287,2014-06-23,00:00:00.00,0.0660397,5.58789,6.75,1.98124,1.48566,1.04527
5288,2014-06-24,00:00:00.00,0.0901774,5.37836,5.99,1.90753,1.43008,1.00669
5289,2014-06-25,00:00:00.00,16.7289,6.53549,8.48,2.27426,1.70657,1.20748
5290,2014-06-26,00:00:00.00,1.00495,8.47585,23.7,2.8929,2.1725,1.54523
5291,2014-06-27,00:00:00.00,0.370282,7.85848,16.3,2.68758,2.01891,1.43521
5292,2014-06-28,00:00:00.00,0.0906969,6.38811,10.5,2.20882,1.65944,1.17635
5293,2014-06-29,00:00:00.00,0.427965,6.08402,7.29,2.10668,1.58203,1.12181
5294,2014-06-30,00:00:00.00,6.89847,6.13324,6.14,2.14533,1.61624,1.14936
5295,2014-07-01,00:00:00.00,1.01568,6.36837,5.92,2.25877,1.70969,1.22063
5296,2014-07-02,00:00:00.00,1.39636,6.04812,5.67,2.14279,1.62057,1.15646
5297,2014-07-03,00:00:00.00,1.68359,5.55744,5.63,1.95534,1.47442,1.04985
5298,2014-07-04,00:00:00.00,6.13534,5.70686,5.64,1.92911,1.45159,1.03018
5299,2014-07-05,00:00:00.00,0.206023,6.08242,5.46,1.93929,1.45509,1.02736
5300,2014-07-06,00:00:00.00,0.0729893,5.76921,4.79,1.85586,1.39263,0.984283
5301,2014-07-07,00:00:00.00,0.0616662,5.23647,4.44,1.74409,1.3103,0.9292
5302,2014-07-08,00:00:00.00,9.92147,5.63957,4.77,1.89773,1.42246,1.01184
5303,2014-07-09,00:00:00.00,20.3526,8.15401,7.6,2.68534,2.00917,1.41763
5304,2014-07-10,00:00:00.00,0.0658065,10.4807,15.9,3.33943,2.50147,1.74251
5305,2014-07-11,00:00:00.00,0.00728526,9.18335,11.8,2.90762,2.18153,1.51718
5306,2014-07-12,00:00:00.00,0.00712037,7.33377,8.03,2.35599,1.76836,1.23793
5307,2014-07-13,00:00:00.00,0.0142127,6.93282,6.43,2.23822,1.67914,1.17656
5308,2014-07-14,00:00:00.00,28.149,9.73369,5.98,3.14383,2.36201,1.67088
5309,2014-07-15,00:00:00.00,1.22768,14.2752,6.02,4.61696,3.47185,2.47403
5310,2014-07-16,00:00:00.00,32.5975,19.0357,6.31,6.28663,4.73896,3.36008
5311,2014-07-17,00:00:00.00,3.20629,24.8437,7.71,8.37496,6.31408,4.45935
5312,2014-07-18,00:00:00.00,0.0204052,23.0587,6.71,7.76801,5.84611,4.13839
5313,2014-07-19,00:00:00.00,0.125301,17.5536,5.6,5.87528,4.4176,3.13371
5314,2014-07-20,00:00:00.00,6.63741,16.3887,4.88,5.50502,4.13634,2.91958
5315,2014-07-21,00:00:00.00,7.38497,17.0348,4.81,5.70405,4.27613,2.99118
5316,2014-07-22,00:00:00.00,0.0225763,17.1545,4.78,5.72798,4.28275,2.98888
5317,2014-07-23,00:00:00.00,0.0922327,15.3168,4.1,5.1312,3.83372,2.68454
5318,2014-07-24,00:00:00.00,0.0339783,13.4752,3.69,4.53845,3.3912,2.38041
5319,2014-07-25,00:00:00.00,0.0463361,12.3956,3.59,4.18839,3.12759,2.19769
5320,2014-07-26,00:00:00.00,0.14126,11.4801,3.62,3.88976,2.90296,2.04157
5321,2014-07-27,00:00:00.00,0.228801,10.6822,3.72,3.62816,2.70642,1.9047
5322,2014-07-28,00:00:00.00,0.0345507,9.97949,3.98,3.39663,2.53264,1.78347
5323,2014-07-29,00:00:00.00,4.47539,9.5958,10.5,3.28227,2.44268,1.70438
5324,2014-07-30,00:00:00.00,0.316234,9.39937,14.8,3.23583,2.40169,1.65148
5325,2014-07-31,00:00:00.00,1.30946,8.84548,8.8,3.04752,2.26198,1.55844
5326,2014-08-01,00:00:00.00,0.0134305,8.20511,6.67,2.82284,2.09749,1.45729
5327,2014-08-02,00:00:00.00,1.02787,7.772,6.19,2.67662,1.98869,1.38325
5328,2014-08-03,00:00:00.00,1.87413,7.38377,12,2.54554,1.89112,1.31649
5329,2014-08-04,00:00:00.00,0.620411,7.03093,9.27,2.42612,1.80227,1.2556
5330,2014-08-05,00:00:00.00,6.79901,7.14963,6.76,2.45492,1.82545,1.27391
5331,2014-08-06,00:00:00.00,0.0390818,7.52899,6.91,2.56636,1.91098,1.33642
5332,2014-08-07,00:00:00.00,0.141813,7.11377,7.38,2.42822,1.80785,1.26447
5333,2014-08-08,00:00:00.00,0.0465247,6.45165,6.14,2.21289,1.64629,1.15079
5334,2014-08-09,00:00:00.00,0.063971,6.16155,5.19,2.11584,1.57386,1.10073
5335,2014-08-10,00:00:00.00,0.109086,5.90109,4.35,2.02841,1.50865,1.05565
5336,2014-08-11,00:00:00.00,0.0988915,5.65862,4.13,1.94686,1.44784,1.01357
5337,2014-08-12,00:00:00.00,0.0215138,5.43251,4.05,1.87067,1.39103,0.974235
5338,2014-08-13,00:00:00.00,8.75513,5.66092,5.82,1.93938,1.44177,1.00479
5339,2014-08-14,00:00:00.00,0.112163,6.14955,10.5,2.09161,1.55444,1.07572
5340,2014-08-15,00:00:00.00,0.981281,5.81291,11.4,1.97976,1.47143,1.01965
5341,2014-08-16,00:00:00.00,0.208534,5.21628,8.24,1.785,1.32701,0.923832
5342,2014-08-17,00:00:00.00,5.82618,5.30563,6.52,1.79659,1.33207,0.928086
5343,2014-08-18,00:00:00.00,0.0571159,5.58019,7.38,1.85985,1.3735,0.957632
5344,2014-08-19,00:00:00.00,0.186465,5.30487,7.1,1.77374,1.31083,0.914171
5345,2014-08-20,00:00:00.00,0.755565,4.85814,5.92,1.64152,1.21611,0.848188
5346,2014-08-21,00:00:00.00,9.93518,5.28586,5.81,1.81307,1.34422,0.933846
5347,2014-08-22,00:00:00.00,1.30145,6.07848,19.3,2.12212,1.57462,1.08868
5348,2014-08-23,00:00:00.00,0.15143,5.70356,14.8,1.98664,1.47414,1.01984
5349,2014-08-24,00:00:00.00,0.181529,4.95361,9.26,1.70801,1.26704,0.879057
5350,2014-08-25,00:00:00.00,0.229341,4.76325,7.33,1.64285,1.21866,0.846027
5351,2014-08-26,00:00:00.00,0.0323565,4.59765,6.29,1.58669,1.17698,0.817512
5352,2014-08-27,00:00:00.00,0.611029,4.44148,5.6,1.53365,1.13763,0.790586
5353,2014-08-28,00:00:00.00,0.151605,4.29498,5.06,1.48383,1.10067,0.765299
5354,2014-08-29,00:00:00.00,0.117491,4.15769,4.6,1.43712,1.06602,0.741568
5355,2014-08-30,00:00:00.00,0.0604825,4.02792,4.43,1.39294,1.03323,0.719097
5356,2014-08-31,00:00:00.00,0.815746,3.90422,4.26,1.35074,1.00191,0.697613
5357,2014-09-01,00:00:00.00,0.318808,3.78669,4.1,1.31057,0.972094,0.677125
5358,2014-09-02,00:00:00.00,0.492368,3.67565,4.19,1.27262,0.943922,0.657757
5359,2014-09-03,00:00:00.00,0.732869,3.57064,5.32,1.23671,0.917273,0.639441
5360,2014-09-04,00:00:00.00,0.0643898,3.47108,7.89,1.20263,0.891979,0.622053
5361,2014-09-05,00:00:00.00,0.0768637,3.37573,7.2,1.16999,0.867745,0.605376
5362,2014-09-06,00:00:00.00,3.43275,3.29662,5.8,1.14504,0.848707,0.589428
5363,2014-09-07,00:00:00.00,2.99743,3.28048,12.5,1.15092,0.852501,0.585968
5364,2014-09-08,00:00:00.00,0.0793748,3.27447,13.2,1.16068,0.860375,0.590277
5365,2014-09-09,00:00:00.00,0.0176577,3.15951,8.4,1.11519,0.827098,0.57113
5366,2014-09-10,00:00:00.00,0.113551,3.02708,6.51,1.06072,0.786464,0.544907
5367,2014-09-11,00:00:00.00,6.49054,3.13994,5.99,1.09343,0.812682,0.563388
5368,2014-09-12,00:00:00.00,3.46928,3.41153,21.6,1.16779,0.870351,0.604578
5369,2014-09-13,00:00:00.00,0.154949,3.31609,24.2,1.12142,0.834013,0.58081
5370,2014-09-14,00:00:00.00,4.74062,3.1927,13.9,1.08368,0.804345,0.561093
5371,2014-09-15,00:00:00.00,0.189513,3.35369,13.5,1.14106,0.847795,0.592643
5372,2014-09-16,00:00:00.00,1.96323,3.20596,10.7,1.09264,0.811869,0.567304
5373,2014-09-17,00:00:00.00,0.439906,2.94993,8.74,1.01,0.750476,0.523532
5374,2014-09-18,00:00:00.00,0.16551,2.87551,7.65,0.985393,0.732149,0.51075
5375,2014-09-19,00:00:00.00,0.174785,2.80701,6.87,0.962961,0.715416,0.498939
5376,2014-09-20,00:00:00.00,0.941987,2.74331,6.28,0.941584,0.6995,0.487956
5377,2014-09-21,00:00:00.00,0.309297,2.68225,5.92,0.921061,0.684215,0.477403
5378,2014-09-22,00:00:00.00,18.0056,3.47752,6.5,1.20034,0.898035,0.629732
5379,2014-09-23,00:00:00.00,1.00943,4.81897,10.7,1.67536,1.26074,0.885292
5380,2014-09-24,00:00:00.00,0.0185147,4.37667,9.11,1.52627,1.14678,0.79923
5381,2014-09-25,00:00:00.00,0.121753,3.3441,7.4,1.16187,0.869599,0.602758
5382,2014-09-26,00:00:00.00,0.0885968,3.22795,6.49,1.11776,0.836871,0.582974
5383,2014-09-27,00:00:00.00,0.0804329,3.14589,6.02,1.08967,0.815665,0.568465
5384,2014-09-28,00:00:00.00,0.0602061,3.06742,5.7,1.06289,0.795446,0.554555
5385,2014-09-29,00:00:00.00,0.0495487,2.99208,5.54,1.03716,0.77602,0.541187
5386,2014-09-30,00:00:00.00,0.239467,2.9199,5.44,1.0125,0.757402,0.528368
5387,2014-10-01,00:00:00.00,2.47713,2.90692,5.4,1.01673,0.760253,0.533815
5388,2014-10-02,00:00:00.00,0.092854,2.93166,5.98,1.03923,0.776651,0.550752
5389,2014-10-03,00:00:00.00,0.0669894,2.84159,6.03,1.00418,0.75045,0.53095
5390,2014-10-04,00:00:00.00,7.3622,2.99317,6.01,1.04738,0.784011,0.54692
5391,2014-10-05,00:00:00.00,3.07357,3.46329,8.72,1.22111,0.917568,0.635701
5392,2014-10-06,00:00:00.00,0.407197,3.4075,10.9,1.21899,0.918761,0.640887
5393,2014-10-07,00:00:00.00,4.37314,3.14908,9.02,1.13554,0.855307,0.599913
5394,2014-10-08,00:00:00.00,5.61858,3.46064,8.31,1.25269,0.94293,0.658259
5395,2014-10-09,00:00:00.00,1.87098,3.74953,8.71,1.3447,1.01268,0.706586
5396,2014-10-10,00:00:00.00,0.185166,3.50449,7.89,1.23512,0.929558,0.651772
5397,2014-10-11,00:00:00.00,0.0631532,3.15255,7.11,1.11215,0.836596,0.587318
5398,2014-10-12,00:00:00.00,0.029776,3.00939,6.57,1.06855,0.803673,0.562386
5399,2014-10-13,00:00:00.00,0.108326,2.93842,6.2,1.04342,0.784536,0.549107
5400,2014-10-14,00:00:00.00,2.41413,2.89894,5.98,1.03515,0.778912,0.544876
5401,2014-10-15,00:00:00.00,4.69935,3.06829,5.98,1.11772,0.841803,0.589929
5402,2014-10-16,00:00:00.00,15.8448,4.25341,6.7,1.55548,1.17077,0.820171
5403,2014-10-17,00:00:00.00,3.02677,5.7648,9.02,2.06723,1.55699,1.07949
5404,2014-10-18,00:00:00.00,0.325501,5.30837,8.67,1.87742,1.41693,0.970615
5405,2014-10-19,00:00:00.00,1.45318,4.16815,7.83,1.48419,1.12246,0.769924
5406,2014-10-20,00:00:00.00,0.2488,3.9531,7.52,1.42473,1.07831,0.746727
5407,2014-10-21,00:00:00.00,3.55989,4.02712,7.43,1.45291,1.1001,0.760193
5408,2014-10-22,00:00:00.00,1.57918,4.25187,8.18,1.53768,1.16508,0.798556
5409,2014-10-23,00:00:00.00,0.106775,4.15405,8.76,1.50688,1.14164,0.778134
5410,2014-10-24,00:00:00.00,0.0760931,3.83253,8.43,1.38638,1.04912,0.717333
5411,2014-10-25,00:00:00.00,0.120223,3.67747,7.72,1.32618,1.00288,0.689162
5412,2014-10-26,00:00:00.00,0.492862,3.58196,7.27,1.29107,0.975875,0.671221
5413,2014-10-27,00:00:00.00,0.119012,3.49275,6.87,1.25839,0.950765,0.654449
5414,2014-10-28,00:00:00.00,0.302394,3.40796,6.55,1.22732,0.926926,0.638502
5415,2014-10-29,00:00:00.00,4.05983,3.51979,6.56,1.28039,0.966295,0.665446
5416,2014-10-30,00:00:00.00,0.155792,3.75207,7.12,1.38477,1.04409,0.718599
5417,2014-10-31,00:00:00.00,0.381464,3.59392,7.33,1.32237,0.997321,0.686239
5418,2014-11-01,00:00:00.00,8.81294,3.94515,7.28,1.44411,1.09224,0.752346
5419,2014-11-02,00:00:00.00,0.916278,4.90954,9.94,1.80614,1.36933,0.946475
5420,2014-11-03,00:00:00.00,0.238424,4.61291,11.4,1.69983,1.29005,0.892715
5421,2014-11-04,00:00:00.00,0.063867,3.84691,9.64,1.4148,1.07309,0.741001
5422,2014-11-05,00:00:00.00,3.73162,3.93624,8.62,1.44473,1.09407,0.754241
5423,2014-11-06,00:00:00.00,0.748103,4.23435,8.17,1.5467,1.17004,0.807769
5424,2014-11-07,00:00:00.00,0.73705,4.09105,8.33,1.48317,1.1209,0.777093
5425,2014-11-08,00:00:00.00,1.51896,3.84669,9.32,1.3932,1.05255,0.732181
5426,2014-11-09,00:00:00.00,4.62849,4.21017,10.6,1.53053,1.16136,0.811462
5427,2014-11-10,00:00:00.00,0.931831,4.66467,10.1,1.70021,1.29606,0.909253
5428,2014-11-11,00:00:00.00,0.521897,4.39361,9.53,1.60013,1.21973,0.856812
5429,2014-11-12,00:00:00.00,0.305668,3.93271,8.87,1.42993,1.08752,0.762186
5430,2014-11-13,00:00:00.00,0.142968,3.80106,8.42,1.38329,1.05065,0.734461
5431,2014-11-14,00:00:00.00,0.637078,3.73925,7.77,1.36076,1.03377,0.726522
5432,2014-11-15,00:00:00.00,0.232506,3.70048,7.33,1.34706,1.0241,0.725767
5433,2014-11-16,00:00:00.00,0.0867512,3.60712,6.96,1.31219,0.996919,0.705473
5434,2014-11-17,00:00:00.00,2.12956,3.64694,6.72,1.32985,1.01073,0.716234
5435,2014-11-18,00:00:00.00,8.07347,4.21277,7.13,1.48864,1.11001,0.779985
5436,2014-11-19,00:00:00.00,2.88951,4.72674,6.48,1.58727,1.14672,0.782361
5437,2014-11-20,00:00:00.00,3.99251,4.3276,6.07,1.4594,1.05798,0.720952
5438,2014-11-21,00:00:00.00,2.38566,3.81657,6.15,1.33036,0.984889,0.683971
5439,2014-11-22,00:00:00.00,1.60496,3.72005,6.08,1.29856,0.962007,0.668648
5440,2014-11-23,00:00:00.00,2.19774,3.76487,6.41,1.31725,0.976126,0.686749
5441,2014-11-24,00:00:00.00,1.47941,3.97287,7.6,1.39261,1.03175,0.739306
5442,2014-11-25,00:00:00.00,21.5303,7.20983,17.8,2.57709,1.9581,1.45757
5443,2014-11-26,00:00:00.00,0.188351,12.3269,43.4,4.42479,3.40943,2.58497
5444,2014-11-27,00:00:00.00,0.261979,11.3098,28,4.00821,3.09246,2.34416
5445,2014-11-28,00:00:00.00,0.292413,7.96509,17.1,2.79562,2.14852,1.61076
5446,2014-11-29,00:00:00.00,0.119897,7.47328,13.1,2.64619,2.03041,1.51876
5447,2014-11-30,00:00:00.00,1.10242,7.20968,10.7,2.55422,1.95614,1.45788
5448,2014-12-01,00:00:00.00,1.56635,7.12538,10.3,2.53287,1.93664,1.43273
5449,2014-12-02,00:00:00.00,0.267246,7.03861,10.7,2.51002,1.91766,1.41334
5450,2014-12-03,00:00:00.00,0.49435,6.71791,9.41,2.39269,1.8269,1.34798
5451,2014-12-04,00:00:00.00,1.10324,6.4892,8.61,2.2876,1.74521,1.29282
5452,2014-12-05,00:00:00.00,0.349878,6.43414,8.49,2.23851,1.70644,1.26971
5453,2014-12-06,00:00:00.00,0.244945,6.19887,8.05,2.16082,1.6459,1.22231
5454,2014-12-07,00:00:00.00,0.248384,5.91377,8.15,2.07686,1.58071,1.16897
5455,2014-12-08,00:00:00.00,0.86864,5.73006,7.33,2.01329,1.53122,1.13095
5456,2014-12-09,00:00:00.00,0.330611,5.56115,7.81,1.95444,1.48549,1.09598
5457,2014-12-10,00:00:00.00,0.31139,5.40678,7.66,1.90024,1.44357,1.06588
5458,2014-12-11,00:00:00.00,0.452082,5.26447,7.32,1.85005,1.40491,1.03933
5459,2014-12-12,00:00:00.00,10.7836,5.12532,7.04,1.80169,1.36745,1.01021
5460,2014-12-13,00:00:00.00,0.421551,4.99256,7.05,1.75577,1.33181,0.981403
5461,2014-12-14,00:00:00.00,0.19432,4.87083,7.62,1.71372,1.29947,0.956324
5462,2014-12-15,00:00:00.00,0.449832,4.76215,8.25,1.67633,1.2712,0.933901
5463,2014-12-16,00:00:00.00,0.472243,4.70726,8.9,1.65468,1.24508,0.913495
5464,2014-12-17,00:00:00.00,6.55304,5.8967,10.3,2.00835,1.41819,1.03715
5465,2014-12-18,00:00:00.00,3.68831,8.69575,15.5,2.82187,1.90063,1.37281
5466,2014-12-19,00:00:00.00,0.407822,9.65768,22,3.06446,2.10403,1.5023
5467,2014-12-20,00:00:00.00,0.350303,8.06478,18.4,2.58168,1.81825,1.30077
5468,2014-12-21,00:00:00.00,0.299682,6.96885,13.8,2.26928,1.59687,1.15139
5469,2014-12-22,00:00:00.00,0.37443,6.7079,12.2,2.19262,1.54617,1.11484
5470,2014-12-23,00:00:00.00,0.266552,6.48667,10.8,2.1269,1.50287,1.08342
5471,2014-12-24,00:00:00.00,2.72505,6.60793,10.1,2.18149,1.54725,1.11586
5472,2014-12-25,00:00:00.00,14.9528,10.1938,15.6,3.57883,2.63383,1.6319
5473,2014-12-26,00:00:00.00,2.9367,16.6466,58.9,6.02795,4.60085,2.87726
5474,2014-12-27,00:00:00.00,0.170985,18.064,56,6.45602,5.03034,3.68356
5475,2014-12-28,00:00:00.00,1.24277,15.3817,33.6,5.42544,4.24931,3.38995
5476,2014-12-29,00:00:00.00,1.12083,14.147,27.9,5.00538,3.89374,2.96642
5477,2014-12-30,00:00:00.00,0.304849,13.3958,22.9,4.71252,3.64238,2.72749
5478,2014-12-31,00:00:00.00,0.591081,12.3483,16.7,4.34176,3.34339,2.48688
5479,2015-01-01,00:00:00.00,0.790618,11.4897,11.7,4.04722,3.11153,2.31235
5480,2015-01-02,00:00:00.00,1.40907,10.8667,11.2,3.82796,2.93698,2.17739
5481,2015-01-03,00:00:00.00,1.11602,10.3202,11.2,3.63548,2.78425,2.05968
5482,2015-01-04,00:00:00.00,14.2877,9.83378,11.7,3.46418,2.64883,1.95574
5483,2015-01-05,00:00:00.00,9.21038,11.329,15.5,3.97852,3.04104,2.24499
5484,2015-01-06,00:00:00.00,1.63697,13.8379,15.3,4.84359,3.7011,2.73226
5485,2015-01-07,00:00:00.00,0.750188,13.0154,12.9,4.55643,3.48024,2.56766
5486,2015-01-08,00:00:00.00,1.40646,11.0873,11.6,3.88735,2.96759,2.18731
5487,2015-01-09,00:00:00.00,1.18388,10.5108,11.1,3.68642,2.81014,2.06777
5488,2015-01-10,00:00:00.00,4.89851,10.0285,10.7,3.5182,2.67844,1.96788
5489,2015-01-11,00:00:00.00,0.356056,9.597,10.4,3.36766,2.56092,1.87899
5490,2015-01-12,00:00:00.00,0.421548,9.20848,9.96,3.23206,2.45533,1.79933
5491,2015-01-13,00:00:00.00,3.38989,8.85595,9.45,3.10898,2.35972,1.72739
5492,2015-01-14,00:00:00.00,0.476252,8.5354,8.82,2.99703,2.27295,1.66227
5493,2015-01-15,00:00:00.00,0.36444,8.2441,8.1,2.89526,2.19421,1.6033
5494,2015-01-16,00:00:00.00,0.555714,7.97707,7.35,2.80193,2.12215,1.54944
5495,2015-01-17,00:00:00.00,0.411196,7.72997,6.71,2.71554,2.05555,1.49977
5496,2015-01-18,00:00:00.00,0.313741,7.50051,6.44,2.6353,1.9938,1.45379
5497,2015-01-19,00:00:00.00,2.60041,7.67402,6.13,2.68468,2.02883,1.48549
5498,2015-01-20,00:00:00.00,0.444342,8.06869,5.65,2.80539,2.11692,1.55956
5499,2015-01-21,00:00:00.00,0.363151,7.77259,5.23,2.70494,2.04109,1.50193
5500,2015-01-22,00:00:00.00,0.410831,7.25826,5,2.53492,1.91378,1.40279
5501,2015-01-23,00:00:00.00,0.366199,7.05732,4.89,2.46589,1.86108,1.36303
5502,2015-01-24,00:00:00.00,0.383991,6.87623,4.87,2.40348,1.81342,1.32721
5503,2015-01-25,00:00:00.00,0.678362,6.71525,4.86,2.3448,1.76863,1.29355
