time,date,hour,precip [mm/day],sub7051 [m3/s],sub7052 [m3/s],sub7053 [m3/s],sub7053 (observed) [m3/s],sub7053 (res. inflow) [m3/s]
301,2000-10-28,00:00:00.00,9.86496,0.761959,2.40568,4.81099,163,4.94958
302,2000-10-29,00:00:00.00,0.401294,0.760255,2.39718,4.64448,162,4.84661
303,2000-10-30,00:00:00.00,0.213499,0.770419,2.39532,4.67422,161,4.92908
304,2000-10-31,00:00:00.00,0.228141,0.814706,2.42345,4.81302,160,5.22862
305,2000-11-01,00:00:00.00,0.135448,0.89051,2.52402,5.17243,159,5.73802
306,2000-11-02,00:00:00.00,0.407875,0.96466,2.65449,5.69687,158,6.30265
307,2000-11-03,00:00:00.00,0.294599,0.967128,2.65453,6.10156,155,6.50609
308,2000-11-04,00:00:00.00,0.367877,0.901292,2.53017,6.15568,149,6.27337
309,2000-11-05,00:00:00.00,0.394662,0.833623,2.43329,5.95953,146,5.92282
310,2000-11-06,00:00:00.00,0.278297,0.791136,2.3976,5.65679,145,5.59762
311,2000-11-07,00:00:00.00,0.284763,0.778316,2.3851,5.36619,144,5.37673
312,2000-11-08,00:00:00.00,0.315062,0.774254,2.37257,5.16804,155,5.2396
313,2000-11-09,00:00:00.00,0.27054,0.770212,2.36014,5.04482,182,5.14068
314,2000-11-10,00:00:00.00,21.4426,0.768092,2.3513,4.97124,205,5.08553
315,2000-11-11,00:00:00.00,21.0468,0.864904,2.51767,5.24184,201,5.79213
316,2000-11-12,00:00:00.00,0.121663,1.192,3.25777,6.61089,191,8.17137
317,2000-11-13,00:00:00.00,0.182599,1.7454,4.64883,9.60376,182,12.3037
318,2000-11-14,00:00:00.00,4.52643,2.49189,6.53711,14.5466,175,18.758
319,2000-11-15,00:00:00.00,3.8525,3.37033,8.80388,22.9343,174,30.3188
320,2000-11-16,00:00:00.00,0.766459,3.94224,10.515,33.9978,175,41.7889
321,2000-11-17,00:00:00.00,4.27663,3.83134,10.3909,42.3228,173,45.9711
322,2000-11-18,00:00:00.00,0.96833,3.40389,9.12488,45.0733,171,45.3178
323,2000-11-19,00:00:00.00,1.29742,3.05619,8.02153,44.2721,169,43.1135
324,2000-11-20,00:00:00.00,1.91852,2.73127,7.10005,41.9942,168,40.2443
325,2000-11-21,00:00:00.00,6.96696,2.42472,6.25141,39.125,169,37.1648
326,2000-11-22,00:00:00.00,2.49154,2.24453,5.66945,36.3811,168,34.7763
327,2000-11-23,00:00:00.00,2.08088,2.11199,5.28522,34.1871,167,32.9297
328,2000-11-24,00:00:00.00,0.522379,1.96115,4.89593,32.3513,173,31.2193
329,2000-11-25,00:00:00.00,1.9162,1.85501,4.61359,30.7518,185,29.8999
330,2000-11-26,00:00:00.00,0.163539,1.79716,4.49754,29.5609,195,29.0386
331,2000-11-27,00:00:00.00,5.9992,1.74959,4.46161,28.7088,200,28.2852
332,2000-11-28,00:00:00.00,1.98404,1.7281,4.42949,28.1075,204,27.8888
333,2000-11-29,00:00:00.00,0.59311,1.78605,4.40024,28.1937,213,28.6827
334,2000-11-30,00:00:00.00,0.50555,1.93014,4.37518,29.5811,229,31.0998
335,2000-12-01,00:00:00.00,1.04965,2.14947,4.35534,32.652,241,35.3976
336,2000-12-02,00:00:00.00,0.355593,2.41722,4.33753,37.3888,249,41.1553
337,2000-12-03,00:00:00.00,0.275869,2.59532,4.31402,42.5372,252,45.8068
338,2000-12-04,00:00:00.00,0.518085,2.53107,4.28331,45.8001,251,47.0832
339,2000-12-05,00:00:00.00,1.08464,2.31985,4.25036,46.233,250,45.7152
340,2000-12-06,00:00:00.00,7.87308,2.11687,4.21761,44.6184,252,43.1004
341,2000-12-07,00:00:00.00,2.11929,1.9584,4.18508,42.0142,258,40.117
342,2000-12-08,00:00:00.00,0.618162,1.88422,4.15274,39.3629,262,37.7002
343,2000-12-09,00:00:00.00,0.881596,1.86552,4.12061,37.2407,262,36.0365
344,2000-12-10,00:00:00.00,0.386418,1.84791,4.08875,35.629,261,34.7102
345,2000-12-11,00:00:00.00,6.50969,1.83047,4.05722,34.303,260,33.5838
346,2000-12-12,00:00:00.00,2.41338,1.81327,4.02609,33.2706,258,32.7101
347,2000-12-13,00:00:00.00,4.23831,1.7963,3.99535,32.5196,256,32.0795
348,2000-12-14,00:00:00.00,0.996072,2.01529,3.96496,32.0144,254,31.8197
349,2000-12-15,00:00:00.00,4.21473,2.66469,3.9349,32.0299,252,32.3378
350,2000-12-16,00:00:00.00,0.609271,3.42985,3.90517,32.7052,249,33.4413
351,2000-12-17,00:00:00.00,6.51587,4.05781,3.8758,33.7436,246,34.6052
352,2000-12-18,00:00:00.00,10.5651,4.57927,3.84706,34.8231,246,35.6382
353,2000-12-19,00:00:00.00,0.566219,5.05705,3.81968,35.8975,246,36.6642
354,2000-12-20,00:00:00.00,5.39791,5.50722,3.79449,36.9994,244,37.758
355,2000-12-21,00:00:00.00,0.371125,5.89601,3.77205,38.111,242,38.8826
356,2000-12-22,00:00:00.00,5.47526,6.21995,3.75244,39.2716,240,40.1263
357,2000-12-23,00:00:00.00,3.44328,6.47826,3.73231,40.4752,239,41.3372
358,2000-12-24,00:00:00.00,0.941998,6.69796,3.70779,41.5754,236,42.2557
359,2000-12-25,00:00:00.00,5.4494,6.89092,3.6809,42.406,234,42.8807
360,2000-12-26,00:00:00.00,0.338978,7.04945,3.65433,43.0223,233,43.4085
361,2000-12-27,00:00:00.00,0.5746,7.16573,3.62808,43.552,229,43.9319
362,2000-12-28,00:00:00.00,0.482154,7.25609,3.60215,44.0665,226,44.4487
363,2000-12-29,00:00:00.00,0.329127,7.33619,3.57654,44.5912,224,44.9477
364,2000-12-30,00:00:00.00,0.353696,7.39199,3.55124,45.0594,224,45.363
365,2000-12-31,00:00:00.00,0.425962,7.42731,3.52625,45.4425,232,45.6978
366,2001-01-01,00:00:00.00,0.410064,7.45004,3.50155,45.764,239,45.9854
367,2001-01-02,00:00:00.00,0.182683,7.46908,3.47715,46.0638,244,46.2697
368,2001-01-03,00:00:00.00,0.291626,7.47201,3.45304,46.3127,245,46.4943
369,2001-01-04,00:00:00.00,2.81855,7.45536,3.4292,46.495,245,46.6468
370,2001-01-05,00:00:00.00,0.913921,7.43353,3.40563,46.6561,245,46.801
371,2001-01-06,00:00:00.00,9.98746,7.38299,3.38251,46.7707,246,46.891
372,2001-01-07,00:00:00.00,0.307473,7.3357,3.36049,46.8641,247,46.9746
373,2001-01-08,00:00:00.00,0.766372,7.32331,3.34032,47.0121,246,47.1489
374,2001-01-09,00:00:00.00,0.306283,7.31573,3.32249,47.2163,244,47.368
375,2001-01-10,00:00:00.00,1.70123,7.2842,3.30738,47.3778,243,47.5108
376,2001-01-11,00:00:00.00,0.238467,7.20762,3.2922,47.4026,241,47.4867
377,2001-01-12,00:00:00.00,0.237621,7.12114,3.27297,47.3628,238,47.4324
378,2001-01-13,00:00:00.00,0.221826,7.0667,3.25132,47.3794,235,47.4742
379,2001-01-14,00:00:00.00,0.670266,7.0057,3.22988,47.3974,232,47.4836
380,2001-01-15,00:00:00.00,0.462531,6.95195,3.20861,47.3999,229,47.4817
381,2001-01-16,00:00:00.00,6.99547,6.93316,3.18751,47.4294,227,47.5455
382,2001-01-17,00:00:00.00,4.02449,6.91972,3.16659,47.4742,224,47.6052
383,2001-01-18,00:00:00.00,0.54536,6.93663,3.14586,47.6055,222,47.7651
384,2001-01-19,00:00:00.00,1.17713,6.94172,3.12532,47.7578,220,47.9182
385,2001-01-20,00:00:00.00,1.28696,6.92339,3.10497,47.8568,217,47.9873
386,2001-01-21,00:00:00.00,0.200946,6.93127,3.08482,47.982,215,48.1256
387,2001-01-22,00:00:00.00,0.551814,6.93785,3.06487,48.1354,212,48.2791
388,2001-01-23,00:00:00.00,0.290676,6.91569,3.04513,48.2286,210,48.3322
389,2001-01-24,00:00:00.00,1.21282,6.86423,3.02559,48.2072,207,48.258
390,2001-01-25,00:00:00.00,1.04657,6.81169,3.00626,48.1347,205,48.1662
391,2001-01-26,00:00:00.00,0.248267,6.77745,2.98713,48.1023,204,48.1635
392,2001-01-27,00:00:00.00,0.759773,6.74124,2.96819,48.1075,201,48.1809
393,2001-01-28,00:00:00.00,3.8988,6.70457,2.94943,48.1107,193,48.1764
394,2001-01-29,00:00:00.00,0.202004,6.67504,2.93086,48.1061,181,48.1658
395,2001-01-30,00:00:00.00,0.487476,6.61871,2.91248,48.052,171,48.0773
396,2001-01-31,00:00:00.00,19.1991,6.55234,2.89429,47.9327,165,47.9424
397,2001-02-01,00:00:00.00,5.09856,6.51423,2.87628,47.8451,163,47.8843
398,2001-02-02,00:00:00.00,1.50023,6.4836,2.85846,47.8095,160,47.8702
399,2001-02-03,00:00:00.00,2.39473,6.45448,2.84082,47.7873,158,47.848
400,2001-02-04,00:00:00.00,0.384547,6.45055,2.82336,47.8365,155,47.912
401,2001-02-05,00:00:00.00,2.2218,6.42664,2.80609,47.8776,153,47.9367
402,2001-02-06,00:00:00.00,4.15545,6.36995,2.78899,47.7942,152,47.802
403,2001-02-07,00:00:00.00,1.37987,6.3165,2.77208,47.6664,151,47.6557
404,2001-02-08,00:00:00.00,0.834455,6.25577,2.75534,47.5313,149,47.5177
405,2001-02-09,00:00:00.00,0.322842,6.17996,2.73878,47.3475,147,47.3253
406,2001-02-10,00:00:00.00,20.8673,6.10985,2.72239,47.0794,147,47.0419
407,2001-02-11,00:00:00.00,3.59483,6.08852,2.70617,46.8939,151,46.9026
408,2001-02-12,00:00:00.00,0.474653,6.10378,2.69011,46.9719,151,47.1096
409,2001-02-13,00:00:00.00,1.33736,6.10755,2.67422,47.2357,150,47.5068
410,2001-02-14,00:00:00.00,0.172015,6.04878,2.65849,47.5747,150,47.938
411,2001-02-15,00:00:00.00,1.57767,5.95043,2.64292,47.9671,158,48.3869
412,2001-02-16,00:00:00.00,0.189468,5.89889,2.62751,48.3939,175,48.7376
413,2001-02-17,00:00:00.00,0.463028,5.85784,2.61226,48.6015,189,48.705
414,2001-02-18,00:00:00.00,0.699132,5.81493,2.59717,48.4865,197,48.3915
415,2001-02-19,00:00:00.00,0.29968,5.78456,2.58223,48.2056,201,48.0443
416,2001-02-20,00:00:00.00,6.49566,5.71909,2.56744,47.8221,205,47.6689
417,2001-02-21,00:00:00.00,0.941778,5.65324,2.55279,47.4586,206,47.3445
418,2001-02-22,00:00:00.00,0.509959,5.64631,2.5383,47.2687,206,47.2267
419,2001-02-23,00:00:00.00,1.48016,5.66908,2.52395,47.2136,205,47.2406
420,2001-02-24,00:00:00.00,0.866993,5.66158,2.50974,47.172,204,47.2044
421,2001-02-25,00:00:00.00,0.587125,5.63996,2.49568,47.1079,203,47.1179
422,2001-02-26,00:00:00.00,21.8736,5.48968,2.48239,46.7534,206,46.6346
423,2001-02-27,00:00:00.00,1.24429,5.32471,2.47223,46.3156,209,46.2569
424,2001-02-28,00:00:00.00,0.498607,5.30948,2.46792,46.4189,209,46.8148
425,2001-03-01,00:00:00.00,0.150356,5.37979,2.47765,47.291,209,48.2145
426,2001-03-02,00:00:00.00,0.22911,5.51275,2.53577,48.9207,208,50.3307
427,2001-03-03,00:00:00.00,0.558623,5.63066,2.63042,51.0154,207,52.6538
428,2001-03-04,00:00:00.00,0.112747,5.66187,2.62809,52.7717,205,53.7514
429,2001-03-05,00:00:00.00,2.25824,5.58898,2.53229,53.2776,205,53.2037
430,2001-03-06,00:00:00.00,6.30741,5.47507,2.47179,52.5996,205,51.9564
431,2001-03-07,00:00:00.00,1.44455,5.34235,2.45148,51.255,204,50.3779
432,2001-03-08,00:00:00.00,0.161902,5.21577,2.43834,49.743,203,48.9609
433,2001-03-09,00:00:00.00,1.97269,5.11511,2.42526,48.554,196,48.0731
434,2001-03-10,00:00:00.00,1.46196,5.02487,2.41225,47.7376,184,47.4834
435,2001-03-11,00:00:00.00,0.136288,4.93299,2.39932,47.1665,180,47.0364
436,2001-03-12,00:00:00.00,4.30673,4.8516,2.38645,46.7574,184,46.697
437,2001-03-13,00:00:00.00,2.38654,4.80934,2.37367,46.4665,188,46.4513
438,2001-03-14,00:00:00.00,9.3224,4.7471,2.36099,46.1716,188,46.1257
439,2001-03-15,00:00:00.00,1.85802,4.64631,2.3484,45.7596,179,45.6788
440,2001-03-16,00:00:00.00,0.121428,4.58305,2.33593,45.3768,169,45.3618
441,2001-03-17,00:00:00.00,0.0457163,4.56628,2.32356,45.1679,162,45.2407
442,2001-03-18,00:00:00.00,0.0301176,4.53407,2.3113,45.0259,157,45.1092
443,2001-03-19,00:00:00.00,0.0516443,4.43517,2.29916,44.7499,154,44.7558
444,2001-03-20,00:00:00.00,0.0854839,4.27351,2.28712,44.2647,151,44.1611
445,2001-03-21,00:00:00.00,0.096518,4.08896,2.27572,43.6311,150,43.4573
446,2001-03-22,00:00:00.00,0.0846263,3.93453,2.26934,42.9446,149,42.8414
447,2001-03-23,00:00:00.00,0.0445666,3.86538,2.39295,42.4975,149,42.7751
448,2001-03-24,00:00:00.00,0.613987,4.15183,2.93664,43.3656,149,44.9413
449,2001-03-25,00:00:00.00,0.618443,5.03106,3.98159,47.0474,150,50.9102
450,2001-03-26,00:00:00.00,0.324205,6.44087,5.38882,54.4479,151,60.8991
451,2001-03-27,00:00:00.00,0.0817039,8.19501,6.96766,65.5033,152,74.2627
452,2001-03-28,00:00:00.00,0.222706,9.858,8.1493,78.6361,152,88.0424
453,2001-03-29,00:00:00.00,0.411243,10.6541,7.92483,89.9893,152,96.4394
454,2001-03-30,00:00:00.00,1.1465,10.5497,6.64204,95.7969,152,97.7118
455,2001-03-31,00:00:00.00,0.055464,10.0609,5.39398,95.8432,152,94.6167
456,2001-04-01,00:00:00.00,0.253717,9.43288,4.41164,92.3341,152,89.4986
457,2001-04-02,00:00:00.00,1.26298,8.97279,3.87032,87.8206,153,85.1415
458,2001-04-03,00:00:00.00,0.976945,8.92501,4.00202,84.8749,154,84.0717
459,2001-04-04,00:00:00.00,0.0662077,9.43046,5.01673,85.6014,156,88.076
460,2001-04-05,00:00:00.00,0.0394856,10.8055,7.16005,92.1108,160,99.4038
461,2001-04-06,00:00:00.00,0.040641,13.5662,10.6481,106.815,162,120.41
462,2001-04-07,00:00:00.00,2.21405,18.0865,15.5348,131.023,160,150.932
463,2001-04-08,00:00:00.00,4.6939,24.7735,22.0805,164.113,159,189.681
464,2001-04-09,00:00:00.00,3.40169,33.9012,29.8897,203.932,163,233.131
465,2001-04-10,00:00:00.00,0.0987392,43.9586,38.2272,250.024,177,270.819
466,2001-04-11,00:00:00.00,0.115611,53.5174,46.6377,286.776,187,296.407
467,2001-04-12,00:00:00.00,0.197851,62.9133,53.1599,305.938,187,312.217
468,2001-04-13,00:00:00.00,20.5279,72.0019,56.401,316.649,196,319.926
469,2001-04-14,00:00:00.00,0.42996,80.2591,57.6663,320.383,226,321.002
470,2001-04-15,00:00:00.00,0.514132,87.2924,56.807,319.003,241,318.148
471,2001-04-16,00:00:00.00,0.115607,92.9127,53.7802,315.655,236,314.767
472,2001-04-17,00:00:00.00,0.1187,97.2715,50.7046,313.57,219,313.721
473,2001-04-18,00:00:00.00,0.135678,100.563,47.9674,314.516,198,315.922
474,2001-04-19,00:00:00.00,0.0649707,102.497,44.4821,317.273,182,318.714
475,2001-04-20,00:00:00.00,0.0477687,102.896,40.8592,319.171,173,320.002
476,2001-04-21,00:00:00.00,0.0266913,102.302,38.4199,320.02,166,320.947
477,2001-04-22,00:00:00.00,11.0586,101.266,37.0718,321.308,159,322.492
478,2001-04-23,00:00:00.00,1.80814,100.023,36.5736,323.192,152,324.431
479,2001-04-24,00:00:00.00,8.13532,98.6127,36.4969,324.716,150,325.879
480,2001-04-25,00:00:00.00,5.7906,97.3279,36.4589,326.263,160,327.509
481,2001-04-26,00:00:00.00,0.0504109,96.37,36.4782,328.612,170,330.154
482,2001-04-27,00:00:00.00,9.82302,95.6049,36.5204,331.774,176,333.665
483,2001-04-28,00:00:00.00,0.163933,94.9492,36.5549,335.47,182,337.468
484,2001-04-29,00:00:00.00,0.264834,94.4075,36.7498,339.273,191,341.221
485,2001-04-30,00:00:00.00,0.807953,93.907,37.0591,342.616,200,344.363
486,2001-05-01,00:00:00.00,0.31784,93.2685,37.178,344.925,205,346.34
487,2001-05-02,00:00:00.00,0.148743,92.5335,37.1653,346.261,209,347.569
488,2001-05-03,00:00:00.00,0.060441,91.7399,36.809,347.249,214,348.447
489,2001-05-04,00:00:00.00,1.88481,90.8752,36.417,348.457,218,349.729
490,2001-05-05,00:00:00.00,0.204262,90.0232,36.3756,350.361,221,352.028
491,2001-05-06,00:00:00.00,0.190454,89.2291,36.3735,352.983,222,354.738
492,2001-05-07,00:00:00.00,0.313542,88.3937,36.2549,355.268,222,356.745
493,2001-05-08,00:00:00.00,0.146055,87.4094,35.8229,356.684,221,357.969
494,2001-05-09,00:00:00.00,4.68103,86.4449,35.2132,357.987,219,359.331
495,2001-05-10,00:00:00.00,0.0127355,85.576,34.5356,359.745,217,361.15
496,2001-05-11,00:00:00.00,0.163595,84.482,33.711,360.941,214,362.154
497,2001-05-12,00:00:00.00,12.9838,83.3155,32.7206,362.037,214,363.133
498,2001-05-13,00:00:00.00,0.0754365,82.2949,31.6502,363.587,214,364.776
499,2001-05-14,00:00:00.00,0.692525,81.1091,30.5741,364.677,214,365.781
500,2001-05-15,00:00:00.00,0.0589369,79.6721,29.502,365.072,213,365.918
501,2001-05-16,00:00:00.00,0.0100736,78.0705,28.5046,364.58,213,365.266
502,2001-05-17,00:00:00.00,3.90328,76.2144,27.551,363.445,213,363.935
503,2001-05-18,00:00:00.00,1.62199,74.3914,26.6515,362.552,214,362.891
504,2001-05-19,00:00:00.00,0.850726,72.6192,25.8054,361.368,214,361.512
505,2001-05-20,00:00:00.00,0.205123,70.5894,24.9558,358.798,214,358.539
506,2001-05-21,00:00:00.00,0.40258,68.5344,24.1291,355.263,214,354.713
507,2001-05-22,00:00:00.00,0.065588,66.5295,23.35,351.494,215,350.762
508,2001-05-23,00:00:00.00,13.816,64.6178,22.6502,347.955,215,347.153
509,2001-05-24,00:00:00.00,10.3827,62.8388,22.0565,344.275,229,343.399
510,2001-05-25,00:00:00.00,0.752438,61.1606,21.6132,340.162,236,339.231
511,2001-05-26,00:00:00.00,4.3572,59.6532,21.4077,336.22,241,335.348
512,2001-05-27,00:00:00.00,7.34411,58.3174,21.8357,332.446,253,331.679
513,2001-05-28,00:00:00.00,6.81482,57.385,23.0089,329.209,263,328.907
514,2001-05-29,00:00:00.00,9.86221,56.9718,24.1358,327.344,287,327.534
515,2001-05-30,00:00:00.00,0.163417,56.8642,24.349,326.7,310,327.326
516,2001-05-31,00:00:00.00,0.0366768,56.9689,24.0477,327.258,318,328.468
517,2001-06-01,00:00:00.00,0.0348027,56.988,23.9121,328.556,320,329.863
518,2001-06-02,00:00:00.00,7.95887,56.7925,23.7969,329.51,319,330.566
519,2001-06-03,00:00:00.00,1.85987,56.4244,23.4679,329.694,322,330.432
520,2001-06-04,00:00:00.00,7.37802,55.8533,22.7277,329.047,326,329.142
521,2001-06-05,00:00:00.00,0.524444,55.0227,21.8057,326.836,330,326.328
522,2001-06-06,00:00:00.00,0.0791343,54.0331,21.0427,323.345,336,322.656
523,2001-06-07,00:00:00.00,0.0383594,53.0244,20.4706,319.507,344,318.914
524,2001-06-08,00:00:00.00,0.0185671,51.8782,19.9585,315.435,349,314.949
525,2001-06-09,00:00:00.00,0.0457855,50.6274,19.4305,311.39,350,310.94
526,2001-06-10,00:00:00.00,0.0951617,49.2665,18.8852,307.221,350,306.593
527,2001-06-11,00:00:00.00,0.0969209,47.8348,18.345,302.507,348,301.611
528,2001-06-12,00:00:00.00,0.68036,46.4179,17.857,297.344,346,296.353
529,2001-06-13,00:00:00.00,3.36728,45.0115,17.4062,291.974,344,290.954
530,2001-06-14,00:00:00.00,0.349839,43.6657,16.9784,286.524,341,285.583
531,2001-06-15,00:00:00.00,0.842287,42.2263,16.5242,280.844,334,279.943
532,2001-06-16,00:00:00.00,1.21646,40.8006,16.0831,275.484,323,274.556
533,2001-06-17,00:00:00.00,5.52309,39.6343,15.7349,270.93,311,270.129
534,2001-06-18,00:00:00.00,0.288374,38.6402,15.4346,266.785,302,266.15
535,2001-06-19,00:00:00.00,9.58024,37.6717,15.0952,262.787,296,262.206
536,2001-06-20,00:00:00.00,2.7281,36.637,14.7457,258.664,291,258.005
537,2001-06-21,00:00:00.00,0.189287,35.7988,14.474,254.86,287,254.169
538,2001-06-22,00:00:00.00,1.08722,35.0948,14.2296,251.018,280,250.466
539,2001-06-23,00:00:00.00,15.3354,34.4835,14.03,247.445,269,247.042
540,2001-06-24,00:00:00.00,0.0887772,33.8403,13.8245,244.236,254,243.839
541,2001-06-25,00:00:00.00,0.112036,32.9139,13.5591,240.513,233,240.005
542,2001-06-26,00:00:00.00,0.226171,31.9463,13.3446,236.577,210,236.038
543,2001-06-27,00:00:00.00,0.134044,31.0689,13.2553,232.813,183,232.424
544,2001-06-28,00:00:00.00,2.79286,30.4552,13.2739,229.906,155,229.698
545,2001-06-29,00:00:00.00,0.628958,30.0729,13.1351,228.14,128,227.902
546,2001-06-30,00:00:00.00,0.530265,29.3785,12.7747,226.158,106,225.546
547,2001-07-01,00:00:00.00,4.31284,28.582,12.4891,223.632,89.1,222.749
548,2001-07-02,00:00:00.00,0.548763,27.9881,12.2862,221.017,75.5,220.035
549,2001-07-03,00:00:00.00,0.416522,27.3593,12.0584,218.011,69.1,216.822
550,2001-07-04,00:00:00.00,0.219366,26.8367,11.8677,214.933,63.8,213.672
551,2001-07-05,00:00:00.00,3.41629,26.3207,11.6853,211.81,59.9,210.552
552,2001-07-06,00:00:00.00,0.51763,25.9423,11.5223,209.065,56.8,207.979
553,2001-07-07,00:00:00.00,0.213886,25.482,11.3121,206.296,55.3,205.121
554,2001-07-08,00:00:00.00,0.678591,24.8275,11.0616,203.131,53.9,201.678
555,2001-07-09,00:00:00.00,0.137789,24.0971,10.8361,199.59,53,198.029
556,2001-07-10,00:00:00.00,0.599799,23.2416,10.6237,195.582,52.1,193.934
557,2001-07-11,00:00:00.00,3.01142,22.612,10.4623,191.816,51.4,190.315
558,2001-07-12,00:00:00.00,0.291827,22.2733,10.3395,188.744,51.1,187.677
559,2001-07-13,00:00:00.00,0.302501,21.9149,10.1836,186.13,51,185.34
560,2001-07-14,00:00:00.00,0.1729,21.4036,9.98972,183.522,50.8,182.61
561,2001-07-15,00:00:00.00,0.0939569,20.7747,9.79858,180.469,50.3,179.36
562,2001-07-16,00:00:00.00,0.077186,20.0907,9.60249,176.933,50,175.661
563,2001-07-17,00:00:00.00,0.180384,19.6587,9.44708,173.826,49.8,172.704
564,2001-07-18,00:00:00.00,0.264279,19.2316,9.28046,170.936,49.6,169.879
565,2001-07-19,00:00:00.00,0.182471,18.6333,9.1032,167.527,49.4,166.325
566,2001-07-20,00:00:00.00,0.0759475,18.0586,8.94354,164.011,49.3,162.827
567,2001-07-21,00:00:00.00,0.183601,17.481,8.79172,160.665,48.9,159.555
568,2001-07-22,00:00:00.00,1.17042,17.0493,8.66293,157.818,48.6,156.932
569,2001-07-23,00:00:00.00,0.368839,16.6018,8.53746,155.173,48.3,154.389
570,2001-07-24,00:00:00.00,0.305396,15.9968,8.41519,152.181,48.2,151.258
571,2001-07-25,00:00:00.00,1.18404,15.5554,8.30878,149.3,47.3,148.401
572,2001-07-26,00:00:00.00,0.0362078,15.3337,8.2266,146.85,46.7,146.166
573,2001-07-27,00:00:00.00,0.185547,15.1968,8.14299,144.79,46.2,144.347
574,2001-07-28,00:00:00.00,1.12518,14.9755,8.02214,142.861,45.6,142.364
575,2001-07-29,00:00:00.00,0.20891,14.6931,7.88049,140.769,45.3,140.065
576,2001-07-30,00:00:00.00,0.374895,14.5417,7.7706,138.618,45.3,137.932
577,2001-07-31,00:00:00.00,2.8784,14.3967,7.68624,136.375,45.8,135.712
578,2001-08-01,00:00:00.00,0.356123,13.9809,7.56675,133.746,45.8,132.876
579,2001-08-02,00:00:00.00,0.4195,13.445,7.44164,130.823,45.9,129.793
580,2001-08-03,00:00:00.00,2.56574,12.9708,7.34612,127.891,45.9,126.957
581,2001-08-04,00:00:00.00,0.0680214,12.5942,7.25294,125.262,45.6,124.583
582,2001-08-05,00:00:00.00,0.325247,12.2261,7.16183,122.748,45.3,122.173
583,2001-08-06,00:00:00.00,0.715369,11.7733,7.07246,120.086,44.8,119.384
584,2001-08-07,00:00:00.00,2.37863,11.4396,6.98489,117.567,44.6,116.907
585,2001-08-08,00:00:00.00,0.27808,11.2348,6.89923,115.322,44.3,114.881
586,2001-08-09,00:00:00.00,0.699071,10.9043,6.81542,112.955,44.3,112.501
587,2001-08-10,00:00:00.00,1.04799,10.537,6.73341,110.597,45.7,110.101
588,2001-08-11,00:00:00.00,0.586039,10.4267,6.65314,108.818,45.9,108.622
589,2001-08-12,00:00:00.00,0.081654,10.4143,6.57456,107.509,45.8,107.58
590,2001-08-13,00:00:00.00,0.395434,10.2493,6.49762,106.227,44.9,106.301
591,2001-08-14,00:00:00.00,3.25304,10.1037,6.42228,105.001,43.8,105.135
592,2001-08-15,00:00:00.00,0.127379,9.98803,6.34854,103.858,43.3,104.02
593,2001-08-16,00:00:00.00,0.0607472,9.75548,6.27644,102.551,42.8,102.555
594,2001-08-17,00:00:00.00,6.48437,9.74425,6.20595,101.417,42.6,101.494
595,2001-08-18,00:00:00.00,26.7142,10.0306,6.14394,100.89,45.5,101.274
596,2001-08-19,00:00:00.00,0.122002,10.2827,6.115,100.774,45.3,101.444
597,2001-08-20,00:00:00.00,2.90977,10.678,6.28169,101.385,45.1,102.686
598,2001-08-21,00:00:00.00,26.4163,11.535,6.79331,103.515,47.9,106.1
599,2001-08-22,00:00:00.00,1.30264,12.7906,7.64823,107.504,47.7,111.863
600,2001-08-23,00:00:00.00,0.394442,14.4081,8.62152,113.949,46.8,120.093
601,2001-08-24,00:00:00.00,2.96818,16.1173,9.04464,122.569,45.5,129.421
602,2001-08-25,00:00:00.00,0.565836,17.5699,8.98745,131.91,44.7,139.023
603,2001-08-26,00:00:00.00,0.23826,18.5098,8.91543,140.993,43.9,147.941
604,2001-08-27,00:00:00.00,26.8669,18.6112,8.56288,148.094,49.1,152.433
605,2001-08-28,00:00:00.00,1.94209,18.172,8.17094,150.852,52.4,151.835
606,2001-08-29,00:00:00.00,0.924269,18.073,8.28792,150.168,51.7,149.747
607,2001-08-30,00:00:00.00,0.116384,18.53,8.8336,148.673,51.1,148.325
608,2001-08-31,00:00:00.00,7.95859,19.4106,9.70121,147.681,50.1,148.096
609,2001-09-01,00:00:00.00,6.76264,20.8802,10.7493,148.232,48.4,149.821
610,2001-09-02,00:00:00.00,0.0718113,22.2478,11.0263,149.788,47.4,151.369
611,2001-09-03,00:00:00.00,1.41033,23.0322,10.5069,150.622,46.8,151.309
612,2001-09-04,00:00:00.00,5.42424,23.5995,10.0489,150.702,46.9,151.127
613,2001-09-05,00:00:00.00,0.0695786,24.0342,9.73271,150.753,48,151.354
614,2001-09-06,00:00:00.00,0.0627862,24.0897,9.28746,150.787,47.5,151.444
615,2001-09-07,00:00:00.00,0.114965,23.7012,8.79971,150.393,46.7,150.676
616,2001-09-08,00:00:00.00,3.71587,23.3014,8.56097,149.608,46.4,149.603
617,2001-09-09,00:00:00.00,4.29122,23.0167,8.4379,148.824,46.6,148.766
618,2001-09-10,00:00:00.00,5.28618,22.7137,8.30464,148.034,46.9,147.963
619,2001-09-11,00:00:00.00,8.1877,22.3734,8.17085,147.126,49.6,147.008
