time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
825,2012-04-05,00:00:00.00,0.10892,0.851295,2.3176,2.18442,3.0991,19.3111,37,0.88043,1.94,0.265857,0.778,2.71816,6.18,0.700788,0.939,1.76655,3.82204,5.9,0.387371,0.847,6.09818,4.34,3.15016,0.683619,1.84754,0.904,0.635963,0.174,1.52284,1.447,1.61372,1.6452,4.78041,11.4557,10.4206,7.26583,6.29201,7.5365,3.1149,20.7593,20.7562,23.5595,29.1664,2.38005,2.6505,166.362,95.7109,8.02865,4.7006,22.841,12.1196,2.20294,4.17025,11.7106,3.6529,6.1528,1.8576,7.47129,2.4211,14.3743,22.7667,0.521135,1.95685,4.4457,16.9687,8.0137,5.52184,3.2564,11.7465,15.5743,3.41753,,0.47419,2.2002,3.67157,3.0865
826,2012-04-06,00:00:00.00,0.00119552,0.768383,1.89263,1.88942,2.87881,18.1481,36.2,0.574175,1.83,0.428576,0.718,2.11733,6.12,0.70457,0.839,1.27471,3.23499,5.67,0.341872,0.702,5.85508,4.02,2.7662,0.486972,1.54572,0.824,0.496313,0.143,1.1641,1.3535,1.21069,1.6226,3.70345,9.08261,9.4578,5.95913,5.53929,6.81592,2.7496,17.9329,20.3598,23.5561,26.7028,1.77626,2.3814,159.152,67.9604,6.42508,4.7006,21.1654,11.2701,2.03152,3.09514,7.85331,3.398,4.75718,1.6537,5.66482,2.2144,13.5293,21.9739,0.467667,1.61307,4.1626,15.8474,7.0509,5.16942,2.945,10.4768,14.1867,3.02821,,0.39595,1.767,2.91575,2.7751
827,2012-04-07,00:00:00.00,0.000154763,0.764454,1.49694,1.53357,2.71885,17.1535,34.3,0.454377,1.7,0.380443,0.652,1.70205,6.06,0.708019,0.754,1.03838,2.70508,5.44,0.223121,0.588,5.13157,3.78,2.3618,0.46204,1.22075,0.755,0.349076,0.139,0.970554,1.2771,0.907621,1.5348,2.82533,7.32275,8.4951,4.91162,4.72523,5.96295,2.4664,15.3901,17.3299,20.6424,23.9561,0.923848,2.0105,152.773,58.3327,6.08824,4.4174,19.2192,10.279,1.59769,2.77616,4.4746,3.1149,4.14,1.4696,4.17337,2.0048,12.7747,19.2271,0.426498,1.55064,3.9077,14.798,6.2863,4.79816,2.6986,9.34837,13.2806,2.64585,,0.391235,1.5263,2.37914,2.4919
828,2012-04-08,00:00:00.00,7.37749e-06,0.76903,1.24401,1.26694,2.59573,16.268,30.7,0.364343,1.58,0.407481,0.6,1.37713,6,0.711464,0.686,0.924714,2.28803,5.25,0.163502,0.519,4.61195,3.58,2.03174,0.455707,0.983645,0.72,0.249864,0.199,0.783305,1.1893,0.700642,1.4753,2.14497,6.01109,7.7305,3.83913,3.87993,5.36193,2.271,12.9667,16.3671,17.9422,20.5297,0.493465,1.7217,146.175,50.1208,5.76135,4.0493,17.7789,9.5428,1.18222,2.46172,3.86285,2.9166,3.60243,1.2714,3.44471,1.6169,12.1094,16.8485,0.394825,1.42317,3.7378,13.8145,5.6917,4.43565,2.4409,8.34009,12.4594,2.3006,,0.388607,1.3649,1.97576,2.2738
829,2012-04-09,00:00:00.00,0.124955,0.834187,1.09181,1.12527,2.46783,15.4352,29.9,0.296375,1.49,0.450236,0.566,1.19787,6.02,0.836227,0.65,0.955786,1.99015,5.13,0.131061,0.508,4.21401,3.43,1.84638,0.459967,0.849459,0.687,0.202227,0.152,0.677383,1.1015,0.585202,1.3592,1.64015,4.66744,8.2402,2.9048,3.0819,4.62709,2.254,11.0486,16.3671,16.1494,18.8873,0.390092,1.5688,139.726,54.3683,5.40729,3.9077,16.5709,9.0048,0.904296,2.1248,3.26171,2.8175,3.14843,1.1242,2.80052,1.3819,11.2827,17.0184,0.370508,1.38539,3.6529,13.0088,5.2669,4.09962,2.2285,7.42678,11.9214,1.97727,,0.418846,1.2176,1.65468,2.1153
830,2012-04-10,00:00:00.00,0.0268663,0.913624,0.975451,1.05598,2.312,14.5879,29.8,0.245101,1.41,0.490381,0.567,1.08253,5.97,0.860447,0.642,0.965866,1.78687,5.08,0.173917,0.489,3.87345,3.34,1.77739,0.480787,0.784687,0.649,0.188882,0.102,0.606666,1.0619,0.514676,1.2431,1.2615,3.48859,8.1836,2.27008,2.37356,3.85747,2.1181,9.49547,14.8663,14.8298,18.236,0.368675,1.4866,134.356,45.0238,4.99233,3.7945,15.5768,8.6366,0.838308,1.85981,2.98252,2.7269,2.867,1.0166,2.48805,1.2771,10.2009,16.1123,0.351891,1.32315,3.5679,12.3078,4.8422,3.7946,2.1124,6.59269,11.4683,1.70003,,0.451432,1.1723,1.42312,2.0445
831,2012-04-11,00:00:00.00,0.0422698,0.97644,0.891226,1.08591,2.13455,13.499,29.6,0.206455,1.35,0.423939,0.566,0.94326,5.89,0.742377,0.618,0.872865,1.55662,4.99,0.188645,0.467,3.55808,3.29,1.74465,0.481627,0.756168,0.627,0.180178,0.104,0.553361,1.0534,0.462543,1.2063,1.0159,2.87805,7.7588,1.81109,1.75989,3.11199,2.0671,8.01212,13.5355,13.6374,17.4432,0.318278,1.413,129.627,38.5109,4.53997,3.8794,14.742,8.2968,0.870473,1.62588,2.97261,2.6674,2.60492,0.9628,2.33992,1.2318,8.96949,19.5669,0.393034,1.33178,3.483,11.5427,4.5873,3.52301,1.9907,5.81514,10.7887,1.748,,0.668889,1.0675,1.49165,1.9142
832,2012-04-12,00:00:00.00,0.18837,1.20513,0.892635,1.28765,1.99528,12.2911,29.6,0.221472,1.3,1.13661,0.568,1.03826,5.85,1.58629,0.593,1.08382,1.57686,4.94,0.141177,0.426,3.86948,3.28,2.9362,2.54787,1.58653,0.601,0.566108,0.101,0.648596,1.0449,0.474707,1.1723,0.874664,2.48648,7.3057,1.48752,1.26985,2.42386,1.9992,6.71411,13.6487,12.5893,16.3955,0.274415,1.3394,124.455,37.6614,4.11075,3.9077,14.0275,7.8721,0.942304,1.4885,3.40642,2.86,2.92309,1.1582,3.48973,1.2658,8.00974,25.117,0.531064,1.37905,6.1448,10.6899,4.6723,3.90311,2.0728,6.19657,11.8648,2.05389,,1.27502,1.0845,1.97406,1.9709
833,2012-04-13,00:00:00.00,0.00450816,1.27435,0.847505,1.35572,1.87617,11.1797,28.6,0.208006,1.26,1.44246,0.54,1.04813,5.78,1.61126,0.554,1.1687,1.73197,4.85,0.128775,0.377,4.26032,3.22,4.58486,2.55024,2.29899,0.588,0.841053,0.063,0.666274,1.0109,0.476742,1.1298,0.795829,2.19693,7.1075,1.31558,0.954937,1.80968,1.9878,5.65017,13.5355,11.6624,15.6875,0.244991,1.2063,118.347,38.2277,3.581,3.8228,13.3993,7.5889,0.976933,1.36642,3.56777,2.8317,2.90299,1.1327,4.3693,1.1129,7.01973,20.7279,0.490121,1.37036,8.6083,9.71124,4.9554,3.92647,2.5315,7.06209,13.5355,2.00737,,1.41615,1.4413,2.28508,2.5768
834,2012-04-14,00:00:00.00,0.00535867,0.993993,0.7498,1.27417,1.74998,10.1343,28.4,0.153849,1.22,0.567205,0.525,0.856045,5.69,0.767879,0.532,0.98665,1.55897,4.78,0.11926,0.364,3.63383,3.17,4.35626,0.470481,2.09883,0.573,0.587745,0.059,0.540614,0.9571,0.425637,1.1015,0.743614,2.05247,7.0509,1.23028,0.802268,1.34747,1.934,4.80944,13.1107,10.7034,14.923,0.224643,1.0817,111.711,33.4139,3.049,3.7661,12.7941,7.3624,0.890338,1.22521,2.92311,2.7637,2.27359,0.9769,3.10648,1.0421,5.96432,17.1034,0.352469,1.2983,5.2103,8.37168,4.8139,3.45458,3.0582,6.86391,11.8364,1.75743,,0.815798,1.1978,2.09154,2.1719
835,2012-04-15,00:00:00.00,1.17944,0.909442,0.77467,1.41942,1.87181,9.40023,27.9,0.191635,1.18,1.37615,0.524,0.811979,5.62,2.28282,0.528,1.25038,1.61223,4.72,0.314187,0.362,3.64119,3.09,3.41937,0.498926,1.88176,0.563,0.503519,0.115,0.577469,0.9033,0.488833,1.093,0.855143,2.54427,7.2491,1.56547,0.872731,1.42203,1.951,4.57845,13.0541,11.2502,14.385,1.33134,1.2233,107.61,37.0951,5.36725,3.8511,14.9762,7.3057,2.24516,4.29901,5.16744,2.7666,3.19227,0.9543,3.79649,0.9996,5.49423,17.6131,0.385206,1.46266,4.3608,7.0841,4.7289,3.59604,2.6278,6.418,10.8737,1.6312,,0.442849,0.9514,1.79161,1.9057
836,2012-04-16,00:00:00.00,1.74914,2.49753,2.39578,2.80669,2.88846,10.3737,29.1,1.52651,1.23,5.94105,0.76,2.21223,5.9,8.03325,0.719,3.37244,3.73457,5.09,4.35919,1.39,11.3795,3.76,7.80787,8.06259,7.93602,0.709,5.19908,0.212,9.21728,1.1723,5.62013,1.2884,5.80359,17.0582,26.4479,11.9924,5.73117,10.1977,13.6204,11.4906,19.4254,15.1305,14.3,2.36149,1.1667,105.026,35.6792,6.93713,4.1909,17.6542,7.6455,3.93496,6.39327,8.75315,2.945,3.8468,1.0109,5.62792,1.0591,5.498,18.0095,0.502867,2.08341,4.4741,6.76409,4.7006,3.96199,2.4551,7.26772,12.8275,2.04811,,0.877987,0.9798,2.22772,1.9907
837,2012-04-17,00:00:00.00,0.290415,3.90795,2.75409,3.34536,3.74832,12.0593,31.4,2.1368,1.45,6.36312,0.79,2.88229,6.16,6.51246,0.747,3.95639,5.68862,5.32,6.00545,1.23,15.7524,5.75,13.7138,8.0624,10.3576,0.895,6.99538,0.478,13.4115,1.2035,9.913,1.801,12.9683,41.2298,26.363,24.0623,9.85282,19.0376,11.6665,14.6394,21.9456,19.2076,14.838,1.88696,1.144,101.638,36.8119,6.10881,4.644,16.4986,7.9004,3.64975,5.03163,7.59563,2.9733,3.33281,1.0109,5.05356,1.0166,5.44738,17.4432,0.493144,2.16776,4.1626,6.78591,4.559,3.87956,2.4777,8.13081,14.0735,2.08659,,1.28215,1.11,2.44625,2.322
838,2012-04-18,00:00:00.00,3.42734e-05,2.47876,1.52247,2.70105,3.51933,12.5278,29.7,1.1448,1.35,1.73093,0.678,2.05721,5.63,0.752083,0.599,2.42981,4.55084,4.91,2.24616,0.662,8.84107,5,10.8626,0.502988,6.13509,0.872,3.4218,0.573,7.65528,1.2346,7.47147,1.9454,13.7416,38.4334,15.8291,19.6788,8.06157,12.7438,4.5024,12.8789,20.9828,19.3101,15.4327,1.18123,1.0109,98.9045,25.5418,6.33874,4.3042,14.8471,7.9287,2.60852,4.59469,4.91903,2.7411,3.10478,0.9798,4.01311,0.9458,5.26431,16.8768,0.393589,1.56482,3.483,6.48021,4.2758,3.5123,2.3814,7.49725,11.5533,1.59515,,0.805981,0.9061,1.93802,1.9709
839,2012-04-19,00:00:00.00,7.11936e-05,0.997301,1.42681,2.6733,3.19837,12.4468,28.4,0.696576,1.24,0.282954,0.548,1.84908,5.49,0.744003,0.517,1.8335,3.00681,4.65,0.510227,0.515,7.14396,4.29,6.19973,0.481128,4.84198,0.844,2.26001,0.363,5.61025,1.0874,4.99899,1.5716,10.5768,23.5348,12.3461,14.1429,7.58881,7.21999,3.0299,16.5038,23.8145,17.0171,14.8947,0.667647,0.9401,95.9049,28.2319,6.4806,3.5396,14.7135,7.6172,1.81204,4.30321,3.99963,2.5457,2.92263,0.9061,3.41244,0.858,5.19375,17.9246,0.371173,1.40628,3.0865,6.29793,3.936,3.39025,2.0841,6.64673,10.2507,1.47901,,0.399145,0.7702,1.63862,1.6792
840,2012-04-20,00:00:00.00,0.0412895,0.847119,1.26548,2.40446,3.07998,12.3227,27.3,0.505295,1.17,0.534117,0.49,1.62558,5.37,0.776007,0.504,1.36932,2.54731,4.55,0.280575,0.496,8.58255,3.77,5.57995,0.505469,3.57805,1.01,1.52539,0.222,5.1503,0.926,4.38044,1.3592,8.12767,19.9304,10.6471,12.7258,8.4163,8.25365,2.6193,18.6488,22.8234,15.0367,15.0362,0.401323,0.8807,92.4283,35.6792,6.46615,3.2281,15.1114,7.2208,1.28864,3.84458,3.42309,2.4664,2.70291,0.841,2.88252,0.8325,5.13426,17.245,0.35429,1.41323,2.945,6.26993,3.5962,3.23834,1.8774,5.95236,9.6844,1.35775,,0.415306,0.7249,1.42788,1.5886
841,2012-04-21,00:00:00.00,0.488635,0.889865,1.12841,2.00289,2.99509,12.1704,26.5,0.407494,1.13,0.533278,0.506,1.46688,5.29,0.799957,0.501,1.13623,2.28898,4.47,0.225941,0.474,8.16632,3.49,5.53741,2.1738,3.84439,0.97,1.43318,0.157,7.27123,0.9033,5.36753,1.2771,7.27841,19.1575,10.7038,11.1092,9.06227,10.1232,2.574,20.0698,19.5386,14.6848,14.8097,0.466334,0.875,89.2041,33.9802,6.25432,3.1149,15.4495,7.1642,0.9929,3.39495,3.05478,2.4891,2.50488,0.7759,2.53533,0.8495,4.99156,17.4432,0.368713,1.46884,2.8883,6.25615,3.3131,3.09632,1.8378,5.26808,9.3162,1.25738,,0.41769,0.6853,1.29261,1.5319
842,2012-04-22,00:00:00.00,2.37935,3.6552,5.7404,3.88191,4.76663,14.9285,29.5,4.18076,1.51,4.73468,0.616,3.99171,5.56,8.18822,0.666,4.61756,4.55556,4.85,1.58898,0.53,11.4048,3.38,7.64237,6.78042,6.95984,0.971,3.44197,0.143,8.06759,0.9514,6.24986,1.3989,7.87446,23.6385,18.7174,13.8546,9.62336,13.5645,5.4085,20.5043,19.0289,17.9742,14.7814,1.46997,1.5574,88.1636,28.8832,7.36082,3.1715,18.4207,7.5889,2.66118,6.01524,8.44992,3.5962,6.06572,1.0194,8.17085,1.1355,7.43829,24.7489,1.83466,4.76092,4.1909,8.35012,3.8511,5.21173,2.0954,7.32661,11.7232,5.01638,,4.5566,1.3819,4.73578,2.5967
843,2012-04-23,00:00:00.00,0.0337877,6.30969,7.58613,4.81174,6.50142,18.1307,30.6,6.40626,1.5,6.58241,0.587,5.52887,5.61,8.36643,0.628,6.3579,7.52127,4.92,2.24055,0.449,12.6642,3.37,9.72128,5.11577,7.40901,0.932,3.79717,0.155,5.75786,1.0081,5.23745,1.6226,7.60772,25.7573,12.8275,14.2443,8.57253,12.9842,3.3131,18.0315,18.4626,21.987,14.6398,2.17395,1.0336,88.8983,27.1559,7.79439,3.1715,21.705,8.1269,4.43663,6.99411,13.7805,3.483,7.77564,1.0421,13.6457,0.9628,10.6211,23.8428,2.43273,6.81793,4.7572,10.6356,4.5307,5.71453,2.4551,10.9242,16.9052,6.37309,,8.35509,3.5962,6.95361,5.72
844,2012-04-24,00:00:00.00,0.275517,4.21919,6.96494,4.2503,6.44739,20.0991,29.4,6.12027,1.42,2.13047,0.523,5.33175,5.47,1.25862,0.549,4.38978,6.77498,4.73,0.985484,0.406,9.22883,3.3,7.73983,0.49034,5.01703,0.842,1.94986,0.145,4.08473,1.0052,3.63193,1.4951,6.03076,19.9207,10.8737,10.375,6.68677,9.29593,2.4324,15.2278,17.4998,21.9331,14.5549,1.53949,0.9175,89.7022,29.4495,6.86827,3.2564,21.2655,9.3729,3.81616,5.181,9.59633,3.1149,5.51479,1.0534,9.5645,0.8693,10.5492,20.558,1.2955,3.53365,3.7378,10.3245,4.8139,4.75768,3.1715,13.7094,24.579,7.32783,,6.9953,11.7515,8.86433,12.2046
845,2012-04-25,00:00:00.00,0.168504,2.44484,8.52432,4.89688,6.45717,22.2616,30.2,6.30403,1.96,1.32239,0.468,6.15662,5.56,2.57873,0.552,4.09464,5.57567,4.66,0.363725,0.376,8.16867,3.18,5.42835,0.665368,4.19042,0.812,1.30265,0.106,3.17573,0.9401,2.69721,1.3309,4.71904,13.7538,9.5994,7.44265,5.51072,7.138,2.22,13.4463,15.5743,19.2995,14.0168,0.800555,0.8297,90.8463,31.4317,6.7052,3.1149,20.5632,9.4578,2.69998,5.00204,5.40234,2.7694,4.97705,0.9203,6.55419,0.9005,10.1323,18.6608,0.851377,2.25673,3.1149,9.82705,4.8988,5.33272,7.8721,15.7857,46.7228,9.77609,,7.7744,21.6907,10.9825,23.0499
846,2012-04-26,00:00:00.00,0.584998,2.40712,7.28879,4.49546,6.21801,23.1608,31.7,3.70952,1.79,1.85613,0.432,5.63116,5.48,2.28079,0.54,3.31478,5.40065,4.58,0.242783,0.341,8.28298,3.04,4.75002,0.667014,3.34767,0.781,0.839706,0.094,2.41753,0.8495,1.99034,1.1751,3.62817,10.5422,8.4667,6.07231,4.71881,6.17724,2.0473,11.9167,14.1867,17.0146,13.5638,0.494749,0.7787,91.3207,26.986,6.58828,3.0016,20.8581,8.9198,1.90158,4.58231,4.75434,2.6023,4.53178,0.824,6.22935,0.8778,10.508,17.2166,0.627937,2.34859,2.7807,9.92255,4.644,5.0975,12.8558,21.8478,67.9604,9.26554,,9.64282,21.3792,10.9146,26.7028
847,2012-04-27,00:00:00.00,1.66431,1.97394,6.65789,4.07814,5.87446,24.0298,31.6,1.74047,1.66,0.597165,0.438,4.8528,5.33,0.784012,0.504,2.32587,4.63216,4.42,0.203816,0.324,7.40772,2.91,4.08384,0.5683,2.69562,0.715,0.562693,0.081,2.19196,0.7759,1.64938,1.076,2.73892,8.27976,7.6739,4.91417,3.91443,5.54804,1.9057,11.5465,13.0824,16.0055,13.1673,0.676409,0.8976,92.9254,28.3168,7.77534,2.945,24.3737,8.7216,2.78913,9.42586,5.99666,2.6136,4.57791,0.7759,5.16076,0.8665,11.256,19.3687,1.16132,1.99937,2.7524,10.1214,4.2758,5.01451,6.796,30.9966,80.1367,9.69094,,9.17768,12.1762,12.7141,23.7578
848,2012-04-28,00:00:00.00,0.0202074,1.93372,5.90085,3.81322,5.67645,24.8872,30.5,0.997377,1.5,0.3419,0.391,4.29068,5.22,0.779662,0.469,1.68332,3.86625,4.29,0.187463,0.317,6.92162,2.8,3.46479,0.569858,2.17379,0.632,0.433536,0.073,1.94583,0.7391,1.43257,1.0081,2.0908,6.77492,6.7111,3.79247,3.16046,4.9232,1.9199,10.6262,11.1285,15.8202,12.6576,0.818496,0.7419,95.9581,28.6,8.89713,3.0582,28.3302,8.4384,3.7455,11.4116,7.88382,2.7807,4.56608,0.7447,5.03702,0.8552,12.2576,19.0289,1.31999,2.19707,3.2564,10.3311,3.7661,4.98298,4.2475,33.8163,58.6159,8.86516,,5.43863,7.0509,12.2916,16.1406
849,2012-04-29,00:00:00.00,0.689849,1.68432,4.71601,3.20724,5.4958,25.4305,29.1,0.646917,1.37,0.45954,0.349,3.5627,5.05,0.763585,0.447,1.26686,3.27123,4.15,0.152296,0.288,6.22451,2.69,2.9169,0.498351,1.6942,0.545,0.311288,0.066,1.36704,0.6938,1.07364,1.0279,1.6148,5.19131,6.4562,2.85465,2.50292,4.05889,1.801,9.21724,11.3834,15.926,12.4028,1.09225,0.9005,100.359,24.579,10.6969,3.2564,29.6448,9.3162,3.41786,8.83736,8.43314,2.7552,5.10098,0.807,5.8121,0.9203,12.4668,18.0378,1.00702,1.97419,2.9166,10.4846,3.3414,4.86167,3.2281,30.7375,33.9802,7.62115,,1.38097,3.9077,9.06575,7.5323
850,2012-04-30,00:00:00.00,0.0177816,1.11778,3.65007,2.72591,5.30904,25.5971,27.9,0.49173,1.24,0.412551,0.34,2.70174,4.98,0.764727,0.438,1.07068,2.72675,4.08,0.128964,0.279,5.68027,2.63,2.4742,0.499823,1.3413,0.505,0.230559,0.07,1.02758,0.6739,0.789239,0.9883,1.26103,3.77252,6.1164,2.24734,1.97048,3.2369,1.8264,8.49044,11.5533,16.1575,12.063,1.30676,0.841,105.25,26.9576,12.3676,3.3131,30.5883,9.6277,2.99917,8.40123,8.15617,2.6844,5.14755,0.8778,6.52758,0.8976,12.0658,18.5759,0.930676,1.911,2.6561,10.5648,3.0299,4.6715,2.7212,25.9108,25.2303,6.71787,,0.483908,2.9733,6.17615,5.1537
851,2012-05-01,00:00:00.00,2.74567,3.60777,5.27412,4.43538,5.83281,26.5969,27.3,1.31489,1.18,4.07818,0.436,2.69002,4.99,5.4358,0.501,2.38831,3.42731,4.14,2.38074,0.306,9.36317,2.57,5.2623,5.93596,4.99873,0.488,3.032,0.068,4.20675,0.6881,2.86715,0.9571,3.46485,9.64218,7.9854,6.95521,4.03179,7.10867,2.9166,13.5234,13.0541,20.5942,12.3745,1.93246,1.3564,109.793,27.1559,13.3995,3.1715,31.9058,8.4951,3.19848,8.28274,9.06045,2.5882,5.64548,0.858,6.93505,1.1978,12.1813,19.6802,0.878859,3.16008,2.7864,11.6075,3.6812,5.99958,2.6703,21.2516,20.5863,6.17338,,0.781682,2.4126,5.20908,4.3325
852,2012-05-02,00:00:00.00,2.70886,8.45904,8.11284,6.55165,7.19196,29.891,31.7,3.60681,1.45,8.88395,0.603,5.75514,5.7,10.904,0.644,5.51093,6.57054,4.81,5.91998,0.609,15.6587,2.82,12.4246,9.11973,9.05172,0.579,6.05622,0.08,6.12065,0.8042,4.72037,1.1242,6.83664,23.2839,17.7547,14.4977,6.28269,12.8913,7.1075,17.0965,14.3,30.4547,15.0362,3.27471,3.2848,117.232,34.5466,16.4989,3.1715,36.2886,8.2119,4.88218,11.2074,15.9015,3.398,9.43776,1.5942,13.5097,3.1998,16.7202,49.5545,3.74042,11.1295,20.2465,18.1279,18.5475,10.7534,24.6073,21.5708,26.6462,9.69866,,4.64386,8.3252,9.01949,14.3283
853,2012-05-03,00:00:00.00,1.54309,7.49655,7.48718,6.20362,7.70955,32.8777,31.6,3.81256,1.45,5.68009,0.576,6.53946,5.58,6.23554,0.543,5.73936,8.47468,4.69,4.991,0.443,13.7801,3.26,14.1686,3.68637,7.95589,0.645,4.7347,0.111,7.99308,0.9401,6.31313,1.5688,7.77114,26.7768,10.5622,13.6237,5.66447,10.4007,3.5679,15.1323,14.2717,35.4335,17.9529,3.44993,3.398,127.241,36.8119,18.1129,3.2564,41.0689,9.9958,7.02509,18.6663,19.1104,5.097,9.5023,2.1804,15.4355,3.1715,20.5289,28.0054,4.64783,13.264,9.5145,23.1836,29.4495,10.1024,31.4317,23.1206,25.9949,9.75574,,7.23272,4.8139,10.4971,8.1553
854,2012-05-04,00:00:00.00,0.0798341,3.31377,6.31579,5.73781,7.14245,33.5548,31,1.9749,1.39,0.642254,0.531,4.49747,5.35,0.769818,0.542,3.65782,6.51668,4.49,1.63368,0.376,9.3443,3.6,9.43768,0.580013,5.85605,0.657,2.71419,0.15,8.94711,1.0081,7.22496,1.5348,6.91359,22.0076,9.8826,9.68582,5.12945,6.00081,2.7382,15.7161,14.7248,32.2511,19.3121,2.4292,2.3418,138.048,80.1367,17.4898,3.6246,42.5411,19.6236,6.75081,23.4309,13.1673,3.8228,6.7631,2.5372,8.36518,2.8119,17.6619,21.4075,2.14188,5.54026,5.7766,20.0762,18.8873,6.32603,12.1479,19.6779,37.6614,5.95689,,3.16381,3.7378,6.95148,6.258
855,2012-05-05,00:00:00.00,2.82132,9.64339,11.5639,9.94844,8.04732,35.9614,35.3,3.00433,1.71,12.2831,1.79,5.822,5.67,12.2348,2.13,6.6696,6.77855,4.9,4.93757,0.552,19.0665,6.23,14.7619,11.5509,14.4523,6.42,8.92807,4.22,21.2493,3.5679,18.4704,11.7232,15.2173,49.9291,63.1466,21.1856,8.69571,9.33142,13.9319,19.1731,15.3477,28.9171,18.7458,2.18983,1.8349,149.338,134.222,20.0292,4.0776,48.2521,41.6258,6.19969,22.1387,12.3953,3.483,6.87435,1.7755,5.8784,2.1379,15.5927,21.266,1.32553,3.63102,4.3042,17.3374,13.0541,8.43847,10.7038,18.8015,28.6,5.7653,,0.689914,5.3802,5.80909,7.7305
856,2012-05-06,00:00:00.00,0.0820065,15.2914,13.5466,12.5166,9.45752,40.4971,89.6,3.56848,1.96,16.2713,1.28,6.28512,5.46,12.2358,1.13,7.7718,9.29442,4.71,6.66183,0.529,25.6394,8.32,23.343,11.4774,18.0356,7.5,11.0292,5.34,29.9747,7.2491,29.6788,24.126,30.437,92.3981,57.7664,37.8278,11.9391,14.1875,9.8543,21.788,15.0646,27.6451,17.3865,2.10111,1.4243,158.69,110.719,20.7958,10.5622,57.5245,65.4119,6.73068,18.1564,15.0895,5.4368,6.98069,1.3819,5.78228,1.5801,15.8507,23.0499,1.14454,3.88585,3.4263,17.27,12.7992,8.85288,13.1107,19.5983,22.5685,5.19295,,1.37387,3.1998,5.20593,5.182
857,2012-05-07,00:00:00.00,0.00358317,6.7821,10.1428,10.9486,9.51332,44.2068,93,1.87564,1.86,3.9896,0.791,5.0959,5.12,0.772833,0.728,4.54509,7.95883,4.4,2.32622,0.383,18.0466,8.91,17.3085,0.508895,10.8181,7.07,5.0086,1.93,19.0123,6.258,21.3079,11.2135,32.2245,78.9988,45.0238,37.0095,10.5214,12.792,4.5024,21.665,14.6115,25.4658,15.7158,1.24111,1.3535,167.21,94.5783,17.5546,16.3388,59.2812,95.9941,5.34593,12.6486,11.1353,5.5501,6.3647,1.1751,4.86433,1.2261,15.4958,20.5014,0.909861,3.01414,2.8883,17.4581,8.4384,7.27164,8.1553,16.7439,17.5848,4.26911,,0.891907,2.0416,4.12106,3.6246
858,2012-05-08,00:00:00.00,2.7737,0.521842,8.93639,9.78984,9.55192,47.6918,58.4,1.31699,1.51,1.06662,0.609,4.94267,4.98,1.49717,0.584,3.62646,5.89347,4.23,1.89392,0.352,19.9567,8.65,11.9517,4.68469,12.2302,4.61,5.97007,0.934,13.9158,4.2192,14.6977,5.5501,28.955,64.6126,41.0594,40.6452,13.7451,16.3329,7.957,25.5472,15.8858,29.4712,16.5937,3.30598,7.504,184.076,91.4634,22.0581,27.7222,68.3127,57.2,7.58807,12.7756,14.4237,3.6529,7.06382,1.1751,5.5401,1.1695,15.729,21.0394,1.39985,4.58019,2.7835,18.6993,6.2014,8.91708,4.6156,13.952,15.6309,4.19684,,0.893795,1.6594,3.72721,3.0865
